"id","C_[0]","Cd_[0]","type","v:0","v:1","v:2","Points:0","Points:1","Points:2"
1,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0,0.03125,0,0
3,0,0,1,0,0,0,0.0625,0,0
4,0,0,1,0,0,0,0.09375,0,0
5,0,0,1,0,0,0,0.125,0,0
6,0,0,1,0,0,0,0.15625,0,0
7,0,0,1,0,0,0,0.1875,0,0
8,0,0,1,0,0,0,0.21875,0,0
9,0,0,1,0,0,0,0.25,0,0
10,0,0,1,0,0,0,0.28125,0,0
11,0,0,1,0,0,0,0.3125,0,0
12,0,0,1,0,0,0,0.34375,0,0
13,0,0,1,0,0,0,0.375,0,0
14,0,0,1,0,0,0,0.40625,0,0
15,0,0,1,0,0,0,0.4375,0,0
16,0,0,1,0,0,0,0.46875,0,0
17,0,0,1,0,0,0,0.5,0,0
18,0,0,1,0,0,0,0.53125,0,0
19,0,0,1,0,0,0,0.5625,0,0
20,0,0,1,0,0,0,0.59375,0,0
21,0,0,1,0,0,0,0.625,0,0
22,0,0,1,0,0,0,0.65625,0,0
23,0,0,1,0,0,0,0.6875,0,0
24,0,0,1,0,0,0,0.71875,0,0
25,0,0,1,0,0,0,0.75,0,0
26,0,0,1,0,0,0,0.78125,0,0
27,0,0,1,0,0,0,0.8125,0,0
28,0,0,1,0,0,0,0.84375,0,0
29,0,0,1,0,0,0,0.875,0,0
30,0,0,1,0,0,0,0.90625,0,0
31,0,0,1,0,0,0,0.9375,0,0
32,0,0,1,0,0,0,0.96875,0,0
33,0,0,1,0,0,0,1,0,0
34,0,0,1,0,0,0,0,0.03125,0
35,1164.38,1089,1,0,0,0,0.03125,0.03125,0
36,2317.04,2178,1,0,0,0,0.0625,0.03125,0
37,3446.44,9801,1,0,0,0,0.09375,0.03125,0
38,4541.32,1089,1,0,0,0,0.125,0.03125,0
39,5590.89,5445,1,0,0,0,0.15625,0.03125,0
40,6584.92,8712,1,0,0,0,0.1875,0.03125,0
41,7513.86,7623,1,0,0,0,0.21875,0.03125,0
42,8368.950000000001,13068,1,0,0,0,0.25,0.03125,0
43,9142.24,11979,1,0,0,0,0.28125,0.03125,0
44,9826.690000000001,13068,1,0,0,0,0.3125,0.03125,0
45,10416.2,9801,1,0,0,0,0.34375,0.03125,0
46,10905.5,11979,1,0,0,0,0.375,0.03125,0
47,11290.5,11979,1,0,0,0,0.40625,0.03125,0
48,11567.9,8712,1,0,0,0,0.4375,0.03125,0
49,11735.2,17424,1,0,0,0,0.46875,0.03125,0
50,11791.1,19602,1,0,0,0,0.5,0.03125,0
51,11735.2,10890,1,0,0,0,0.53125,0.03125,0
52,11567.9,13068,1,0,0,0,0.5625,0.03125,0
53,11290.5,7623,1,0,0,0,0.59375,0.03125,0
54,10905.5,11979,1,0,0,0,0.625,0.03125,0
55,10416.2,8712,1,0,0,0,0.65625,0.03125,0
56,9826.690000000001,11979,1,0,0,0,0.6875,0.03125,0
57,9142.24,7623,1,0,0,0,0.71875,0.03125,0
58,8368.950000000001,4356,1,0,0,0,0.75,0.03125,0
59,7513.86,13068,1,0,0,0,0.78125,0.03125,0
60,6584.92,16335,1,0,0,0,0.8125,0.03125,0
61,5590.89,5445,1,0,0,0,0.84375,0.03125,0
62,4541.32,3267,1,0,0,0,0.875,0.03125,0
63,3446.44,5445,1,0,0,0,0.90625,0.03125,0
64,2317.04,3267,1,0,0,0,0.9375,0.03125,0
65,1164.38,1089,1,0,0,0,0.96875,0.03125,0
66,0,0,1,0,0,0,1,0.03125,0
67,0,0,1,0,0,0,0,0.0625,0
68,2340.5,2178,1,0,0,0,0.03125,0.0625,0
69,4657.42,7623,1,0,0,0,0.0625,0.0625,0
70,6927.49,7623,1,0,0,0,0.09375,0.0625,0
71,9128.09,10890,1,0,0,0,0.125,0.0625,0
72,11237.5,11979,1,0,0,0,0.15625,0.0625,0
73,13235.1,13068,1,0,0,0,0.1875,0.0625,0
74,15101.8,10890,1,0,0,0,0.21875,0.0625,0
75,16819.9,16335,1,0,0,0,0.25,0.0625,0
76,18373.5,11979,1,0,0,0,0.28125,0.0625,0
77,19748.6,14157,1,0,0,0,0.3125,0.0625,0
78,20932.7,20691,1,0,0,0,0.34375,0.0625,0
79,21915.7,8712,1,0,0,0,0.375,0.0625,0
80,22688.9,25047,1,0,0,0,0.40625,0.0625,0
81,23245.9,19602,1,0,0,0,0.4375,0.0625,0
82,23582,19602,1,0,0,0,0.46875,0.0625,0
83,23694.3,20691,1,0,0,0,0.5,0.0625,0
84,23582,17424,1,0,0,0,0.53125,0.0625,0
85,23245.9,23958,1,0,0,0,0.5625,0.0625,0
86,22688.9,14157,1,0,0,0,0.59375,0.0625,0
87,21915.7,27225,1,0,0,0,0.625,0.0625,0
88,20932.7,15246,1,0,0,0,0.65625,0.0625,0
89,19748.6,21780,1,0,0,0,0.6875,0.0625,0
90,18373.5,10890,1,0,0,0,0.71875,0.0625,0
91,16819.9,20691,1,0,0,0,0.75,0.0625,0
92,15101.8,20691,1,0,0,0,0.78125,0.0625,0
93,13235.1,14157,1,0,0,0,0.8125,0.0625,0
94,11237.5,9801,1,0,0,0,0.84375,0.0625,0
95,9128.09,11979,1,0,0,0,0.875,0.0625,0
96,6927.49,8712,1,0,0,0,0.90625,0.0625,0
97,4657.42,3267,1,0,0,0,0.9375,0.0625,0
98,2340.5,2178,1,0,0,0,0.96875,0.0625,0
99,0,0,1,0,0,0,1,0.0625,0
100,0,0,1,0,0,0,0,0.09375,0
101,3540.27,2178,1,0,0,0,0.03125,0.09375,0
102,7044.78,15246,1,0,0,0,0.0625,0.09375,0
103,10478.2,11979,1,0,0,0,0.09375,0.09375,0
104,13806.3,6534,1,0,0,0,0.125,0.09375,0
105,16996.2,21780,1,0,0,0,0.15625,0.09375,0
106,20016.6,15246,1,0,0,0,0.1875,0.09375,0
107,22838.6,27225,1,0,0,0,0.21875,0.09375,0
108,25435.7,27225,1,0,0,0,0.25,0.09375,0
