"id","C_[0]","Cd_[0]","type","v:0","v:1","v:2","Points:0","Points:1","Points:2"
1,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0,0.03125,0,0
3,0,0,1,0,0,0,0.0625,0,0
4,0,0,1,0,0,0,0.09375,0,0
5,0,0,1,0,0,0,0.125,0,0
6,0,0,1,0,0,0,0.15625,0,0
7,0,0,1,0,0,0,0.1875,0,0
8,0,0,1,0,0,0,0.21875,0,0
9,0,0,1,0,0,0,0.25,0,0
10,0,0,1,0,0,0,0.28125,0,0
11,0,0,1,0,0,0,0.3125,0,0
12,0,0,1,0,0,0,0.34375,0,0
13,0,0,1,0,0,0,0.375,0,0
14,0,0,1,0,0,0,0.40625,0,0
15,0,0,1,0,0,0,0.4375,0,0
16,0,0,1,0,0,0,0.46875,0,0
17,0,0,1,0,0,0,0.5,0,0
18,0,0,1,0,0,0,0.53125,0,0
19,0,0,1,0,0,0,0.5625,0,0
20,0,0,1,0,0,0,0.59375,0,0
21,0,0,1,0,0,0,0.625,0,0
22,0,0,1,0,0,0,0.65625,0,0
23,0,0,1,0,0,0,0.6875,0,0
24,0,0,1,0,0,0,0.71875,0,0
25,0,0,1,0,0,0,0.75,0,0
26,0,0,1,0,0,0,0.78125,0,0
27,0,0,1,0,0,0,0.8125,0,0
28,0,0,1,0,0,0,0.84375,0,0
29,0,0,1,0,0,0,0.875,0,0
30,0,0,1,0,0,0,0.90625,0,0
31,0,0,1,0,0,0,0.9375,0,0
32,0,0,1,0,0,0,0.96875,0,0
33,0,0,1,0,0,0,1,0,0
34,0,0,1,0,0,0,0,0.03125,0
35,1164.45,1089,1,0,0,0,0.03125,0.03125,0
36,2317.19,3267,1,0,0,0,0.0625,0.03125,0
37,3446.66,4356,1,0,0,0,0.09375,0.03125,0
38,4541.62,6534,1,0,0,0,0.125,0.03125,0
39,5591.26,2178,1,0,0,0,0.15625,0.03125,0
40,6585.35,6534,1,0,0,0,0.1875,0.03125,0
41,7514.36,3267,1,0,0,0,0.21875,0.03125,0
42,8369.5,6534,1,0,0,0,0.25,0.03125,0
43,9142.84,13068,1,0,0,0,0.28125,0.03125,0
44,9827.34,19602,1,0,0,0,0.3125,0.03125,0
45,10416.9,11979,1,0,0,0,0.34375,0.03125,0
46,10906.3,8712,1,0,0,0,0.375,0.03125,0
47,11291.3,9801,1,0,0,0,0.40625,0.03125,0
48,11568.6,11979,1,0,0,0,0.4375,0.03125,0
49,11736,9801,1,0,0,0,0.46875,0.03125,0
50,11791.9,10890,1,0,0,0,0.5,0.03125,0
51,11736,13068,1,0,0,0,0.53125,0.03125,0
52,11568.6,14157,1,0,0,0,0.5625,0.03125,0
53,11291.3,9801,1,0,0,0,0.59375,0.03125,0
54,10906.3,3267,1,0,0,0,0.625,0.03125,0
55,10416.9,15246,1,0,0,0,0.65625,0.03125,0
56,9827.34,15246,1,0,0,0,0.6875,0.03125,0
57,9142.84,9801,1,0,0,0,0.71875,0.03125,0
58,8369.5,7623,1,0,0,0,0.75,0.03125,0
59,7514.36,6534,1,0,0,0,0.78125,0.03125,0
60,6585.35,11979,1,0,0,0,0.8125,0.03125,0
61,5591.26,5445,1,0,0,0,0.84375,0.03125,0
62,4541.62,2178,1,0,0,0,0.875,0.03125,0
63,3446.66,3267,1,0,0,0,0.90625,0.03125,0
64,2317.19,1089,1,0,0,0,0.9375,0.03125,0
65,1164.45,2178,1,0,0,0,0.96875,0.03125,0
66,0,0,1,0,0,0,1,0.03125,0
67,0,0,1,0,0,0,0,0.0625,0
68,2340.65,2178,1,0,0,0,0.03125,0.0625,0
69,4657.72,7623,1,0,0,0,0.0625,0.0625,0
70,6927.94,5445,1,0,0,0,0.09375,0.0625,0
71,9128.68,10890,1,0,0,0,0.125,0.0625,0
72,11238.2,10890,1,0,0,0,0.15625,0.0625,0
73,13236,11979,1,0,0,0,0.1875,0.0625,0
74,15102.8,13068,1,0,0,0,0.21875,0.0625,0
75,16821,19602,1,0,0,0,0.25,0.0625,0
76,18374.7,19602,1,0,0,0,0.28125,0.0625,0
77,19749.9,4356,1,0,0,0,0.3125,0.0625,0
78,20934.1,22869,1,0,0,0,0.34375,0.0625,0
79,21917.1,27225,1,0,0,0,0.375,0.0625,0
80,22690.4,25047,1,0,0,0,0.40625,0.0625,0
81,23247.5,27225,1,0,0,0,0.4375,0.0625,0
82,23583.5,22869,1,0,0,0,0.46875,0.0625,0
83,23695.9,27225,1,0,0,0,0.5,0.0625,0
84,23583.5,28314,1,0,0,0,0.53125,0.0625,0
85,23247.5,26136,1,0,0,0,0.5625,0.0625,0
86,22690.4,27225,1,0,0,0,0.59375,0.0625,0
87,21917.1,23958,1,0,0,0,0.625,0.0625,0
88,20934.1,22869,1,0,0,0,0.65625,0.0625,0
89,19749.9,11979,1,0,0,0,0.6875,0.0625,0
90,18374.7,22869,1,0,0,0,0.71875,0.0625,0
91,16821,15246,1,0,0,0,0.75,0.0625,0
92,15102.8,9801,1,0,0,0,0.78125,0.0625,0
93,13236,15246,1,0,0,0,0.8125,0.0625,0
94,11238.2,5445,1,0,0,0,0.84375,0.0625,0
95,9128.68,5445,1,0,0,0,0.875,0.0625,0
96,6927.94,11979,1,0,0,0,0.90625,0.0625,0
97,4657.72,4356,1,0,0,0,0.9375,0.0625,0
98,2340.65,2178,1,0,0,0,0.96875,0.0625,0
99,0,0,1,0,0,0,1,0.0625,0
100,0,0,1,0,0,0,0,0.09375,0
101,3540.5,2178,1,0,0,0,0.03125,0.09375,0
102,7045.23,2178,1,0,0,0,0.0625,0.09375,0
103,10478.9,10890,1,0,0,0,0.09375,0.09375,0
104,13807.2,15246,1,0,0,0,0.125,0.09375,0
105,16997.2,11979,1,0,0,0,0.15625,0.09375,0
106,20017.9,21780,1,0,0,0,0.1875,0.09375,0
107,22840.1,20691,1,0,0,0,0.21875,0.09375,0
108,25437.4,17424,1,0,0,0,0.25,0.09375,0
