"id","C_[0]","Cd_[0]","type","v:0","v:1","v:2","Points:0","Points:1","Points:2"
1,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0,0.015625,0,0
3,0,0,1,0,0,0,0.03125,0,0
4,0,0,1,0,0,0,0.046875,0,0
5,0,0,1,0,0,0,0.0625,0,0
6,0,0,1,0,0,0,0.078125,0,0
7,0,0,1,0,0,0,0.09375,0,0
8,0,0,1,0,0,0,0.109375,0,0
9,0,0,1,0,0,0,0.125,0,0
10,0,0,1,0,0,0,0.140625,0,0
11,0,0,1,0,0,0,0.15625,0,0
12,0,0,1,0,0,0,0.171875,0,0
13,0,0,1,0,0,0,0.1875,0,0
14,0,0,1,0,0,0,0.203125,0,0
15,0,0,1,0,0,0,0.21875,0,0
16,0,0,1,0,0,0,0.234375,0,0
17,0,0,1,0,0,0,0.25,0,0
18,0,0,1,0,0,0,0.265625,0,0
19,0,0,1,0,0,0,0.28125,0,0
20,0,0,1,0,0,0,0.296875,0,0
21,0,0,1,0,0,0,0.3125,0,0
22,0,0,1,0,0,0,0.328125,0,0
23,0,0,1,0,0,0,0.34375,0,0
24,0,0,1,0,0,0,0.359375,0,0
25,0,0,1,0,0,0,0.375,0,0
26,0,0,1,0,0,0,0.390625,0,0
27,0,0,1,0,0,0,0.40625,0,0
28,0,0,1,0,0,0,0.421875,0,0
29,0,0,1,0,0,0,0.4375,0,0
30,0,0,1,0,0,0,0.453125,0,0
31,0,0,1,0,0,0,0.46875,0,0
32,0,0,1,0,0,0,0.484375,0,0
33,0,0,1,0,0,0,0.5,0,0
34,0,0,1,0,0,0,0.515625,0,0
35,0,0,1,0,0,0,0.53125,0,0
36,0,0,1,0,0,0,0.546875,0,0
37,0,0,1,0,0,0,0.5625,0,0
38,0,0,1,0,0,0,0.578125,0,0
39,0,0,1,0,0,0,0.59375,0,0
40,0,0,1,0,0,0,0.609375,0,0
41,0,0,1,0,0,0,0.625,0,0
42,0,0,1,0,0,0,0.640625,0,0
43,0,0,1,0,0,0,0.65625,0,0
44,0,0,1,0,0,0,0.671875,0,0
45,0,0,1,0,0,0,0.6875,0,0
46,0,0,1,0,0,0,0.703125,0,0
47,0,0,1,0,0,0,0.71875,0,0
48,0,0,1,0,0,0,0.734375,0,0
49,0,0,1,0,0,0,0.75,0,0
50,0,0,1,0,0,0,0.765625,0,0
51,0,0,1,0,0,0,0.78125,0,0
52,0,0,1,0,0,0,0.796875,0,0
53,0,0,1,0,0,0,0.8125,0,0
54,0,0,1,0,0,0,0.828125,0,0
55,0,0,1,0,0,0,0.84375,0,0
56,0,0,1,0,0,0,0.859375,0,0
57,0,0,1,0,0,0,0.875,0,0
58,0,0,1,0,0,0,0.890625,0,0
59,0,0,1,0,0,0,0.90625,0,0
60,0,0,1,0,0,0,0.921875,0,0
61,0,0,1,0,0,0,0.9375,0,0
62,0,0,1,0,0,0,0.953125,0,0
63,0,0,1,0,0,0,0.96875,0,0
64,0,0,1,0,0,0,0.984375,0,0
65,0,0,1,0,0,0,1,0,0
66,0,0,1,0,0,0,0,0.015625,0
67,1110.2,0,1,0,0,0,0.015625,0.015625,0
68,2217.61,0,1,0,0,0,0.03125,0.015625,0
69,3319.43,8450,1,0,0,0,0.046875,0.015625,0
70,4412.9,12675,1,0,0,0,0.0625,0.015625,0
71,5495.28,21125,1,0,0,0,0.078125,0.015625,0
72,6563.86,12675,1,0,0,0,0.09375,0.015625,0
73,7615.99,46475,1,0,0,0,0.109375,0.015625,0
74,8649.059999999999,25350,1,0,0,0,0.125,0.015625,0
75,9660.540000000001,38025,1,0,0,0,0.140625,0.015625,0
76,10647.9,16900,1,0,0,0,0.15625,0.015625,0
77,11608.9,46475,1,0,0,0,0.171875,0.015625,0
78,12541,4225,1,0,0,0,0.1875,0.015625,0
79,13442.1,59149,1,0,0,0,0.203125,0.015625,0
80,14310.1,33800,1,0,0,0,0.21875,0.015625,0
81,15142.8,16900,1,0,0,0,0.234375,0.015625,0
82,15938.5,0,1,0,0,0,0.25,0.015625,0
83,16695.1,21125,1,0,0,0,0.265625,0.015625,0
84,17411,46475,1,0,0,0,0.28125,0.015625,0
85,18084.7,46475,1,0,0,0,0.296875,0.015625,0
86,18714.4,0,1,0,0,0,0.3125,0.015625,0
87,19299,59149,1,0,0,0,0.328125,0.015625,0
88,19837,21125,1,0,0,0,0.34375,0.015625,0
89,20327.3,42250,1,0,0,0,0.359375,0.015625,0
90,20768.8,63374,1,0,0,0,0.375,0.015625,0
91,21160.6,21125,1,0,0,0,0.390625,0.015625,0
92,21501.9,12675,1,0,0,0,0.40625,0.015625,0
93,21791.8,38025,1,0,0,0,0.421875,0.015625,0
94,22029.9,21125,1,0,0,0,0.4375,0.015625,0
95,22215.6,54925,1,0,0,0,0.453125,0.015625,0
96,22348.5,12675,1,0,0,0,0.46875,0.015625,0
97,22428.4,46475,1,0,0,0,0.484375,0.015625,0
98,22455,42250,1,0,0,0,0.5,0.015625,0
99,22428.4,16900,1,0,0,0,0.515625,0.015625,0
100,22348.5,50700,1,0,0,0,0.53125,0.015625,0
101,22215.6,25350,1,0,0,0,0.546875,0.015625,0
102,22029.9,46475,1,0,0,0,0.5625,0.015625,0
103,21791.8,38025,1,0,0,0,0.578125,0.015625,0
104,21501.9,63374,1,0,0,0,0.59375,0.015625,0
105,21160.6,4225,1,0,0,0,0.609375,0.015625,0
106,20768.8,46475,1,0,0,0,0.625,0.015625,0
107,20327.3,16900,1,0,0,0,0.640625,0.015625,0
108,19837,42250,1,0,0,0,0.65625,0.015625,0
109,19299,33800,1,0,0,0,0.671875,0.015625,0
